fpl_code,player_uid,display_name,club_short_name,national_team,reached_round,elimination_date,wc_appearances,wc_minutes,return_to_training_date,fatigue_prior,notes,source,observed_at
478969,,Ekdal,BUR,Sweden,r32,2026-06-30,,,,moderate,minutes_unconfirmed,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
492831,,Amdouni,BUR,Switzerland,qf,2026-07-11,4,69,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
465527,,Hannibal,BUR,Tunisia,group,2026-06-25,3,270,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
448047,,Enzo,CHE,Argentina,final,2026-07-19,5,480,,extreme,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
549939,,Penders,CHE,Belgium,qf,2026-07-10,,,,high,minutes_unconfirmed,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
486672,,Caicedo,CHE,Ecuador,r32,2026-06-30,4,360,,moderate,join_token_subset;source_name_Moises_Caicedo,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
611134,,Paez,CHE,Ecuador,r32,2026-06-30,1,11,,none,join_token_subset;source_name_Kendry_Paez,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
180736,,Chalobah,CHE,England,third,2026-07-18,,,,extreme,minutes_unconfirmed,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
225796,,James,CHE,England,third,2026-07-18,3,229,,high,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
482609,,Gusto,CHE,France,third,2026-07-18,4,28,,high,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
551210,,Hato,CHE,Netherlands,r32,2026-06-29,1,34,,none,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
247632,,Neto,CHE,Portugal,r16,2026-07-06,5,352,,moderate,join_token_subset;source_name_Pedro_Neto,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
574458,,M.Sarr,CHE,Senegal,r32,2026-07-01,,,,moderate,minutes_unconfirmed,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
517052,,N.Jackson,CHE,Senegal,r32,2026-07-01,4,232,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
179268,,Cucurella,CHE,Spain,champions,2026-07-19,7,630,,extreme,join_token_subset;source_name_Marc_Cucurella,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
,,Owen Goodman,CRY,Canada,r16,2026-07-04,,,,high,join_missing;minutes_unconfirmed,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
152551,,Lerma,CRY,Colombia,r16,2026-07-07,5,412,,moderate,join_token_subset;source_name_Jefferson_Lerma,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
247348,,Muñoz,CRY,Colombia,r16,2026-07-07,5,393,,moderate,join_token_subset;source_name_Daniel_Munoz,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
172649,,Henderson,CRY,England,third,2026-07-18,1,90,,high,bronze_final_start_cited,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
437499,,Lacroix,CRY,France,third,2026-07-18,2,150,,high,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
231747,,Mateta,CRY,France,third,2026-07-18,3,21,,high,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
485337,,Guessand,CRY,Ivory Coast,r32,2026-06-30,2,16,,none,join_global_exact;source_club_Aston_Villa,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
209400,,Kamada,CRY,Japan,r32,2026-06-29,4,331,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
515621,,Chadi Riad,CRY,Morocco,qf,2026-07-09,4,345,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
247412,,Strand Larsen,CRY,Norway,qf,2026-07-11,2,105,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
232185,,Sarr,CRY,Senegal,r32,2026-07-01,4,366,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
488024,,Yeremy,CRY,Spain,champions,2026-07-19,2,69,,extreme,join_token_subset;source_name_Yeremy_Pino,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
427623,,Richards,CRY,United States,r16,2026-07-06,4,360,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
111234,,Pickford,EVE,England,third,2026-07-18,6,570,,extreme,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
