fpl_code,player_uid,display_name,club_short_name,national_team,reached_round,elimination_date,wc_appearances,wc_minutes,return_to_training_date,fatigue_prior,notes,source,observed_at
116535,,A.Becker,LIV,Brazil,r16,2026-07-05,5,450,,extreme,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
118748,,M.Salah,LIV,Egypt,r16,2026-07-07,5,428,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
204716,,Konaté,LIV,France,third,2026-07-18,1,14,,high,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
494595,,Wirtz,LIV,Germany,r32,2026-06-29,4,363,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
243298,,Gakpo,LIV,Netherlands,r32,2026-06-29,4,371,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
441266,,Gravenberch,LIV,Netherlands,r32,2026-06-29,4,347,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
97032,,Virgil,LIV,Netherlands,r32,2026-06-29,4,390,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
122798,,Robertson,LIV,Scotland,group,2026-06-24,3,225,,moderate,join_fuzzy_0.87;source_name_Andy_Robertson,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
219168,,Isak,LIV,Sweden,r32,2026-06-30,4,358,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
448514,,Aït-Nouri,MCI,Algeria,r32,2026-07-02,4,284,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
248875,,Doku,MCI,Belgium,qf,2026-07-10,5,311,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
477424,,Gvardiol,MCI,Croatia,r32,2026-07-02,4,138,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
91651,,Kovačić,MCI,Croatia,r32,2026-07-02,4,271,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
438234,,Marmoush,MCI,Egypt,r16,2026-07-07,5,326,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
209036,,Guéhi,MCI,England,third,2026-07-18,6,483,,extreme,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
472769,,O'Reilly,MCI,England,third,2026-07-18,6,454,,extreme,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
97299,,Stones,MCI,England,third,2026-07-18,4,241,,high,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
432720,,Trafford,MCI,England,third,2026-07-18,0,0,,none,unused_cited_england_minutes_article,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
466052,,Cherki,MCI,France,third,2026-07-18,6,79,,high,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
437730,,Semenyo,MCI,Ghana,r32,2026-07-03,4,360,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
126184,,Aké,MCI,Netherlands,r32,2026-06-29,3,170,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
433036,,Reijnders,MCI,Netherlands,r32,2026-06-29,3,201,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
223094,,Haaland,MCI,Norway,qf,2026-07-11,5,465,,extreme,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
165809,,Bernardo,MCI,Portugal,r16,2026-07-06,4,94,,moderate,join_token_subset;source_name_Bernardo_Silva,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
465351,,Matheus N.,MCI,Portugal,r16,2026-07-06,1,1,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
171314,,Rúben,MCI,Portugal,r16,2026-07-06,4,360,,moderate,join_token_subset;source_name_Ruben_Dias,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
220566,,Rodrigo,MCI,Spain,champions,2026-07-19,7,627,,extreme,join_token_subset;source_name_Rodri,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
578153,,Khusanov,MCI,Uzbekistan,group,2026-06-27,3,270,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
221820,,Martinez,MUN,Argentina,final,2026-07-19,5,510,,extreme,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
465247,,Lammens,MUN,Belgium,qf,2026-07-10,1,19,,moderate,,Premier League squad list https://www.premierleague.com/en/news/4676821/updated-premier-league-players-appearing-at-fifa-world-cup-2026-by-nation; FIFA final standings https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/final-tournament-standings; FotMob minutes https://www.fotmob.com/leagues/77/stats/season/24254/players/mins_played/world-cup; Premier League finalist notes https://www.premierleague.com/en/news/4679876/which-premier-league-players-will-win-the-2026-world-cup; targeted minute checks: https://www.givemesport.com/england-2026-world-cup-players-ranked-worst-best-football-soccer/ https://www.newsandstar.co.uk/news/26292262.dean-henderson-handed-first-world-cup-appearance-england/ https://last5games.com/players/kobbie-mainoo-37540234/ https://terrikon.com/en/football/players/33283; FPL bootstrap 20260721T171247Z; openfootball cross-check https://raw.githubusercontent.com/openfootball/worldcup.json/master/2026/worldcup.json,2026-07-21T17:21:28Z
